parameterChar	value	parameter	nSeq	protocol	matrix	nSim
Region4_Region4	1.075924802910855	migrationRate	500	maxPerRegion	migrationrates	1
Region4_Region5	0.005821710127349909	migrationRate	500	maxPerRegion	migrationrates	1
Region4_Region6	0.00012128562765312311	migrationRate	500	maxPerRegion	migrationrates	1
Region5_Region1	0.00012128562765312311	migrationRate	500	maxPerRegion	migrationrates	1
Region5_Region2	0.0015767131594906004	migrationRate	500	maxPerRegion	migrationrates	1
Region5_Region3	0.0007277137659187386	migrationRate	500	maxPerRegion	migrationrates	1
Region5_Region4	0.008975136446331109	migrationRate	500	maxPerRegion	migrationrates	1
Region5_Region5	2.285627653123105	migrationRate	500	maxPerRegion	migrationrates	1
Region5_Region6	0.005336567616737417	migrationRate	500	maxPerRegion	migrationrates	1
Region6_Region4	0.00024257125530624622	migrationRate	500	maxPerRegion	migrationrates	1
Region6_Region5	0.0015767131594906004	migrationRate	500	maxPerRegion	migrationrates	1
Region6_Region6	0.30879320800485144	migrationRate	500	maxPerRegion	migrationrates	1
Region6_Region7	0.0003638568829593693	migrationRate	500	maxPerRegion	migrationrates	1
Region7_Region7	0.00012128562765312311	migrationRate	500	maxPerRegion	migrationrates	1
Region1_Region3	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region1_Region7	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region2_Region7	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region3_Region1	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region3_Region5	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region3_Region6	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region3_Region7	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region4_Region1	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region4_Region7	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region5_Region7	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region6_Region1	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region6_Region2	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region6_Region3	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region7_Region1	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region7_Region2	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region7_Region3	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region7_Region4	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region7_Region5	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region7_Region6	NA	migrationRate	500	maxPerRegion	migrationrates	1
Region1	0.16773895811276707	locationFrequency	500	maxPerRegion	migrationrates	1
Region2	0.12695116323261937	locationFrequency	500	maxPerRegion	migrationrates	1
Region3	0.2894643972093276	locationFrequency	500	maxPerRegion	migrationrates	1
Region4	0.12342210277709911	locationFrequency	500	maxPerRegion	migrationrates	1
Region5	0.2570920541846513	locationFrequency	500	maxPerRegion	migrationrates	1
Region6	0.03527703124575834	locationFrequency	500	maxPerRegion	migrationrates	1
Region7	5.429323777723484e-05	locationFrequency	500	maxPerRegion	migrationrates	1
NA	1989.468493	mrcaDate	500	maxPerRegion	migrationrates	1
NA	Region1	mrcaLocation	500	maxPerRegion	migrationrates	1
NA	22.56702599999994	treeHeight	500	maxPerRegion	migrationrates	1
Region1_Region1	12217.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region1_Region2	70.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region1_Region4	1.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region1_Region5	1.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region1_Region6	1.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region2_Region1	140.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region2_Region2	9185.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region2_Region3	86.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region2_Region4	80.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region2_Region5	34.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region2_Region6	7.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region3_Region2	78.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region3_Region3	21218.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region3_Region4	65.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region4_Region2	7.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region4_Region3	16.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region4_Region4	8888.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region4_Region5	48.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region4_Region6	1.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region5_Region1	1.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region5_Region2	13.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region5_Region3	6.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region5_Region4	74.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region5_Region5	18848.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region5_Region6	44.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region6_Region4	2.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region6_Region5	13.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region6_Region6	2546.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region6_Region7	3.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region7_Region7	1.0	migrationCount	150	maxPerRegionYear	migrationrates	1
Region1_Region3	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region1_Region7	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region2_Region7	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region3_Region1	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region3_Region5	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region3_Region6	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region3_Region7	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region4_Region1	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region4_Region7	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region5_Region7	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region6_Region1	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region6_Region2	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region6_Region3	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region7_Region1	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region7_Region2	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region7_Region3	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region7_Region4	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region7_Region5	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region7_Region6	NA	migrationCount	150	maxPerRegionYear	migrationrates	1
Region1_Region1	1.4742367563653915	migrationRate	150	maxPerRegionYear	migrationrates	1
Region1_Region2	0.008446965126101122	migrationRate	150	maxPerRegionYear	migrationrates	1
Region1_Region4	0.00012067093037287318	migrationRate	150	maxPerRegionYear	migrationrates	1
Region1_Region5	0.00012067093037287318	migrationRate	150	maxPerRegionYear	migrationrates	1
Region1_Region6	0.00012067093037287318	migrationRate	150	maxPerRegionYear	migrationrates	1
Region2_Region1	0.016893930252202243	migrationRate	150	maxPerRegionYear	migrationrates	1
Region2_Region2	1.1083624954748401	migrationRate	150	maxPerRegionYear	migrationrates	1
Region2_Region3	0.010377700012067092	migrationRate	150	maxPerRegionYear	migrationrates	1
Region2_Region4	0.009653674429829853	migrationRate	150	maxPerRegionYear	migrationrates	1
Region2_Region5	0.004102811632677688	migrationRate	150	maxPerRegionYear	migrationrates	1
Region2_Region6	0.0008446965126101123	migrationRate	150	maxPerRegionYear	migrationrates	1
Region3_Region2	0.009412332569084107	migrationRate	150	maxPerRegionYear	migrationrates	1
Region3_Region3	2.560395800651623	migrationRate	150	maxPerRegionYear	migrationrates	1
Region3_Region4	0.007843610474236757	migrationRate	150	maxPerRegionYear	migrationrates	1
Region4_Region2	0.0008446965126101123	migrationRate	150	maxPerRegionYear	migrationrates	1
Region4_Region3	0.0019307348859659709	migrationRate	150	maxPerRegionYear	migrationrates	1
Region4_Region4	1.0725232291540967	migrationRate	150	maxPerRegionYear	migrationrates	1
Region4_Region5	0.005792204657897913	migrationRate	150	maxPerRegionYear	migrationrates	1
Region4_Region6	0.00012067093037287318	migrationRate	150	maxPerRegionYear	migrationrates	1
Region5_Region1	0.00012067093037287318	migrationRate	150	maxPerRegionYear	migrationrates	1
Region5_Region2	0.0015687220948473514	migrationRate	150	maxPerRegionYear	migrationrates	1
Region5_Region3	0.0007240255822372391	migrationRate	150	maxPerRegionYear	migrationrates	1
Region5_Region4	0.008929648847592614	migrationRate	150	maxPerRegionYear	migrationrates	1
Region5_Region5	2.2744056956679137	migrationRate	150	maxPerRegionYear	migrationrates	1
Region5_Region6	0.005309520936406419	migrationRate	150	maxPerRegionYear	migrationrates	1
Region6_Region4	0.00024134186074574636	migrationRate	150	maxPerRegionYear	migrationrates	1
Region6_Region5	0.0015687220948473514	migrationRate	150	maxPerRegionYear	migrationrates	1
Region6_Region6	0.3072281887293351	migrationRate	150	maxPerRegionYear	migrationrates	1
Region6_Region7	0.00036201279111861955	migrationRate	150	maxPerRegionYear	migrationrates	1
Region7_Region7	0.00012067093037287318	migrationRate	150	maxPerRegionYear	migrationrates	1
Region1_Region3	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region1_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region2_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region3_Region1	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region3_Region5	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region3_Region6	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region3_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region4_Region1	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region4_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region5_Region7	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region6_Region1	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region6_Region2	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region6_Region3	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region7_Region1	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region7_Region2	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region7_Region3	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region7_Region4	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region7_Region5	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region7_Region6	NA	migrationRate	150	maxPerRegionYear	migrationrates	1
Region1	0.1676934350150623	locationFrequency	150	maxPerRegionYear	migrationrates	1
Region2	0.1269167096371482	locationFrequency	150	maxPerRegionYear	migrationrates	1
Region3	0.2893858387385676	locationFrequency	150	maxPerRegionYear	migrationrates	1
Region4	0.1236192905799658	locationFrequency	150	maxPerRegionYear	migrationrates	1
Region5	0.2570629902027302	locationFrequency	150	maxPerRegionYear	migrationrates	1
Region6	0.03526745732352702	locationFrequency	150	maxPerRegionYear	migrationrates	1
Region7	5.427850299888729e-05	locationFrequency	150	maxPerRegionYear	migrationrates	1
NA	1989.468493	mrcaDate	150	maxPerRegionYear	migrationrates	1
NA	Region1	mrcaLocation	150	maxPerRegionYear	migrationrates	1
NA	22.68177999999989	treeHeight	150	maxPerRegionYear	migrationrates	1
Region1_Region1	12217.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region1_Region2	70.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region1_Region4	1.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region1_Region5	1.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region1_Region6	1.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region2_Region1	140.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region2_Region2	9185.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region2_Region3	86.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region2_Region4	80.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region2_Region5	34.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region2_Region6	7.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region3_Region2	78.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region3_Region3	21218.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region3_Region4	65.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region4_Region2	7.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region4_Region3	16.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region4_Region4	8912.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region4_Region5	48.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region4_Region6	1.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region5_Region1	1.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region5_Region2	13.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region5_Region3	6.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region5_Region4	74.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region5_Region5	18850.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region5_Region6	44.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region6_Region4	2.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region6_Region5	13.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region6_Region6	2546.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region6_Region7	3.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region7_Region7	1.0	migrationCount	500	maxPerRegionYear	migrationrates	1
Region1_Region3	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region1_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region2_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region3_Region1	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region3_Region5	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region3_Region6	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region3_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region4_Region1	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region4_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region5_Region7	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region6_Region1	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region6_Region2	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region6_Region3	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region7_Region1	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region7_Region2	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region7_Region3	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region7_Region4	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region7_Region5	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region7_Region6	NA	migrationCount	500	maxPerRegionYear	migrationrates	1
Region1_Region1	1.46715503782875	migrationRate	500	maxPerRegionYear	migrationrates	1
Region1_Region2	0.008406388855530203	migrationRate	500	maxPerRegionYear	migrationrates	1
Region1_Region4	0.00012009126936471719	migrationRate	500	maxPerRegionYear	migrationrates	1
Region1_Region5	0.00012009126936471719	migrationRate	500	maxPerRegionYear	migrationrates	1
Region1_Region6	0.00012009126936471719	migrationRate	500	maxPerRegionYear	migrationrates	1
Region2_Region1	0.016812777711060406	migrationRate	500	maxPerRegionYear	migrationrates	1
Region2_Region2	1.1030383091149274	migrationRate	500	maxPerRegionYear	migrationrates	1
Region2_Region3	0.010327849165365678	migrationRate	500	maxPerRegionYear	migrationrates	1
Region2_Region4	0.009607301549177374	migrationRate	500	maxPerRegionYear	migrationrates	1
Region2_Region5	0.004083103158400384	migrationRate	500	maxPerRegionYear	migrationrates	1
Region2_Region6	0.0008406388855530203	migrationRate	500	maxPerRegionYear	migrationrates	1
Region3_Region2	0.009367119010447941	migrationRate	500	maxPerRegionYear	migrationrates	1
Region3_Region3	2.548096553380569	migrationRate	500	maxPerRegionYear	migrationrates	1
Region3_Region4	0.007805932508706617	migrationRate	500	maxPerRegionYear	migrationrates	1
Region4_Region2	0.0008406388855530203	migrationRate	500	maxPerRegionYear	migrationrates	1
Region4_Region3	0.001921460309835475	migrationRate	500	maxPerRegionYear	migrationrates	1
Region4_Region4	1.0702533925783595	migrationRate	500	maxPerRegionYear	migrationrates	1
Region4_Region5	0.0057643809295064245	migrationRate	500	maxPerRegionYear	migrationrates	1
Region4_Region6	0.00012009126936471719	migrationRate	500	maxPerRegionYear	migrationrates	1
Region5_Region1	0.00012009126936471719	migrationRate	500	maxPerRegionYear	migrationrates	1
Region5_Region2	0.0015611865017413234	migrationRate	500	maxPerRegionYear	migrationrates	1
Region5_Region3	0.0007205476161883031	migrationRate	500	maxPerRegionYear	migrationrates	1
