Sample	posterior	likelihood	prior	treeLikelihood.sim1_maxPerRegion_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
7100000	-33927.02831139954	-32367.87467030539	-1559.1536410941485	-32367.87467030539	-1539.7592413271607	30.555648626754824	1	1	1	1	1	1	2.400338	2.400338	2.400338	0.181660	0.030049	0.221876	0.071791	0.018137	0.077499	6	2.4210453875619784E-4	2.2570339466718705	0.28754739469951224	0.2227004969605865	0.229389041193716	0.2603630671461846
7104000	-33930.00035717171	-32365.879374663247	-1564.1209825084634	-32365.879374663247	-1546.6795499163952	30.556609568215656	1	1	1	1	0	1	2.342235	2.342235	2.342235	0.143715	0.088339	0.236532	0.091215	0.0	0.094990	5	2.3992941181352656E-4	2.2570339466718705	0.2852627107603383	0.21702879785791301	0.229389041193716	0.268319450188032
7108000	-33943.075258467725	-32378.32720094497	-1564.7480575227548	-32378.32720094497	-1539.4641408744912	30.554732841528008	1	1	1	1	0	1	2.226099	2.226099	2.226099	0.221663	0.026194	0.295634	0.054875	0.0	0.039715	5	2.4350072556509182E-4	2.2570339466718705	0.2852627107603383	0.21702879785791301	0.229389041193716	0.268319450188032
7112000	-33945.85707353334	-32374.703400265156	-1571.1536732681834	-32374.703400265156	-1548.9585748373445	30.601800760578854	1	1	1	1	1	1	2.353843	2.353843	2.353843	0.091060	0.080248	0.274545	0.085939	0.020502	0.011712	6	2.441324735812141E-4	2.1631336781361514	0.2894987859629475	0.21702879785791301	0.229389041193716	0.26408337498542284
7116000	-33919.48927092655	-32367.487135342217	-1552.0021355843314	-32367.487135342217	-1533.0973358264853	30.6011662301766	1	1	1	1	1	1	2.254161	2.254161	2.254161	0.283822	0.051333	0.209625	0.049208	0.026073	0.037437	6	2.4646860826345877E-4	2.036803595483081	0.28066128307143495	0.21702879785791301	0.2382265440852285	0.26408337498542284
7120000	-33923.74006266778	-32381.388415075588	-1542.351647592188	-32381.388415075588	-1522.3800092724541	30.603111404120884	1	1	1	1	1	1	2.364795	2.364795	2.364795	0.125468	0.098616	0.190059	0.043884	0.009665	0.053307	6	2.447406715343446E-4	2.036803595483081	0.28066128307143495	0.21702879785791301	0.23360967932629856	0.26870023974435275
7124000	-33963.64155794951	-32382.833257083003	-1580.8083008665058	-32382.833257083003	-1561.4423412202625	30.608219150752483	1	1	1	1	1	1	2.576308	2.576308	2.576308	0.193982	0.034914	0.148886	0.101960	0.039794	0.051379	6	2.488198590474175E-4	1.9990956152470205	0.28066128307143495	0.21702879785791301	0.23360967932629856	0.26870023974435275
7128000	-33958.492711731335	-32386.996134141773	-1571.496577589564	-32386.996134141773	-1552.2459016110893	29.61944999443968	1	1	1	1	1	1	2.280152	2.280152	2.280152	0.178033	0.103551	0.284524	0.048618	0.011695	0.064275	6	2.4128483998397179E-4	1.9990956152470205	0.2796514203248681	0.22218392398342474	0.22946441594735367	0.26870023974435275
7132000	-33945.629612520774	-32367.623735262438	-1578.0058772583334	-32367.623735262438	-1559.5680684305999	29.619126103168718	1	1	1	1	1	1	2.423408	2.423408	2.423408	0.107304	0.020783	0.162810	0.055122	0.023048	0.038064	6	2.340615569568261E-4	1.9990956152470205	0.2796514203248681	0.22218392398342474	0.22946441594735367	0.26870023974435275
7136000	-33945.08328319801	-32369.26746918623	-1575.8158140117807	-32369.26746918623	-1554.1325235372312	29.75887657854458	1	1	1	1	1	1	2.548118	2.548118	2.548118	0.118116	0.097733	0.354283	0.040817	0.016175	0.056307	6	2.3338272030702683E-4	2.0102548846860584	0.2796514203248681	0.22218392398342474	0.22946441594735367	0.26870023974435275
7140000	-33945.73299994909	-32366.713298444443	-1579.0197015046488	-32366.713298444443	-1559.8058239289307	30.281131231717556	1	1	1	1	1	1	2.472286	2.472286	2.472286	0.155780	0.064687	0.266108	0.066229	0.017152	0.038185	6	2.3634930404854847E-4	2.371261323900998	0.27768794739118935	0.22130173749106033	0.22946441594735367	0.27154589917039595
7144000	-33948.60540259509	-32364.97397816312	-1583.6314244319663	-32364.97397816312	-1561.5602600706598	29.963031975414573	1	1	1	1	1	1	2.426666	2.426666	2.426666	0.117399	0.044270	0.196678	0.037256	0.023202	0.052345	6	2.4120798068984247E-4	2.371261323900998	0.27768794739118935	0.22130173749106033	0.22946441594735367	0.27154589917039595
7148000	-33943.58040939271	-32360.078776318256	-1583.5016330744531	-32360.078776318256	-1566.8966039657437	30.052072879251423	1	1	1	1	0	1	2.520311	2.520311	2.520311	0.178495	0.060290	0.476638	0.078894	0.0	0.098137	5	2.3879733617672484E-4	2.1454411440762216	0.27768794739118935	0.22130173749106033	0.22946441594735367	0.27154589917039595
7152000	-33947.58467823734	-32380.13137714058	-1567.4533010967632	-32380.13137714058	-1548.6398746643306	30.047007603975622	1	1	1	1	1	1	2.699369	2.699369	2.699369	0.097849	0.095654	0.308400	0.064042	0.002270	0.068227	6	2.517554398506955E-4	2.1454411440762216	0.27768794739118935	0.22130173749106033	0.22946441594735367	0.27154589917039595
7156000	-33919.81103590033	-32354.955762093778	-1564.8552738065562	-32354.955762093778	-1548.1538516639837	30.052182612126053	1	1	1	0	0	1	2.222929	2.222929	2.222929	0.123198	0.206112	0.293751	0.0	0.0	0.064523	4	2.502327110322853E-4	2.201728453885273	0.27768794739118935	0.22130173749106033	0.22946441594735367	0.27154589917039595
7160000	-33929.88199402237	-32358.33600391237	-1571.5459901099996	-32358.33600391237	-1550.87755264233	30.04657566752556	0	1	1	0	0	1	2.319360	2.319360	2.319360	0.0	0.110461	0.752897	0.0	0.0	0.156818	3	2.3689376646786667E-4	2.201728453885273	0.28410592393216244	0.22130173749106033	0.22946441594735367	0.26512792262942286
7164000	-33921.33308578863	-32358.217855054525	-1563.1152307341074	-32358.217855054525	-1545.865975627064	30.046988405330882	1	1	1	0	0	1	2.128901	2.128901	2.128901	0.063258	0.127036	0.568951	0.0	0.0	0.067020	4	2.4611935580100383E-4	2.201728453885273	0.28410592393216244	0.22408793452931206	0.22946441594735367	0.26234172559117114
7168000	-33896.86700570423	-32341.268219896047	-1555.5987858081864	-32341.268219896047	-1538.2141304287318	30.042116448027528	1	1	1	1	0	1	2.338743	2.338743	2.338743	0.209332	0.094902	0.506113	0.036244	0.0	0.077100	5	2.4494546741495716E-4	2.201728453885273	0.28410592393216244	0.22408793452931206	0.22946441594735367	0.26234172559117114
7172000	-33921.89728336101	-32351.330715768643	-1570.5665675923688	-32351.330715768643	-1543.0956108791404	30.932102090703882	1	1	1	1	0	1	2.342925	2.342925	2.342925	0.105848	0.117277	0.691957	0.033448	0.0	0.083107	5	2.489892080953867E-4	2.258465669433428	0.28410592393216244	0.22408793452931206	0.22946441594735367	0.26234172559117114
7176000	-33912.804044242504	-32359.121925623076	-1553.6821186194284	-32359.121925623076	-1537.1277266705606	30.933114591047	1	1	1	1	0	1	2.365440	2.365440	2.365440	0.105129	0.078062	0.439428	0.030091	0.0	0.059801	5	2.4770651143763366E-4	2.2785998509100005	0.28410592393216244	0.22408793452931206	0.22946441594735367	0.26234172559117114
7180000	-33928.50839861568	-32360.19869113539	-1568.3097074802945	-32360.19869113539	-1547.952251301751	30.932870768588504	1	1	1	1	0	1	2.436233	2.436233	2.436233	0.112062	0.124875	0.448575	0.032705	0.0	0.046255	5	2.4072129193531663E-4	2.2785998509100005	0.28943111917411823	0.21991570119433354	0.2283114540403764	0.26234172559117114
7184000	-33928.92586794829	-32346.961475059372	-1581.9643928889177	-32346.961475059372	-1560.4962185653897	30.93506317304555	1	1	1	1	1	1	2.542079	2.542079	2.542079	0.222008	0.103935	0.218721	0.034915	0.024650	0.056797	6	2.4697374324508467E-4	2.206109979754956	0.28943111917411823	0.21626046438530996	0.22680952936240942	0.26749888707816166
7188000	-33940.42859134817	-32364.524800110437	-1575.9037912377355	-32364.524800110437	-1558.7138285071637	30.08354760281985	1	1	1	1	0	1	2.197119	2.197119	2.197119	0.156523	0.124713	0.435116	0.043220	0.0	0.076281	5	2.3456659540190125E-4	2.206109979754956	0.2780141258399662	0.21626046438530996	0.23822652269656142	0.26749888707816166
7192000	-33941.11359184405	-32372.122371199497	-1568.9912206445488	-32372.122371199497	-1546.8835050440916	30.086587452715122	1	1	1	0	0	1	2.414595	2.414595	2.414595	0.053845	0.106453	0.677203	0.0	0.0	0.053281	4	2.4745307755434106E-4	2.206109979754956	0.2780141258399662	0.21626046438530996	0.23328529478863164	0.27244011498609144
7196000	-33937.74108588533	-32385.012780237674	-1552.7283056476622	-32385.012780237674	-1534.4658874573706	30.085584793844717	1	1	1	1	0	1	2.287775	2.287775	2.287775	0.060624	0.068238	0.757729	0.018374	0.0	0.136558	5	2.4092663564978037E-4	2.0854040741633812	0.2780141258399662	0.21626046438530996	0.23328529478863164	0.27244011498609144
7200000	-33920.3353417069	-32370.681191520063	-1549.6541501868342	-32370.681191520063	-1535.1667432310107	30.08700774848056	1	1	1	0	0	1	2.295855	2.295855	2.295855	0.083990	0.076813	0.747585	0.0	0.0	0.094341	4	2.563088049615145E-4	2.0854040741633812	0.2780141258399662	0.21626046438530996	0.23328529478863164	0.27244011498609144
7204000	-33921.202200420754	-32369.54577601351	-1551.6564244072447	-32369.54577601351	-1532.8977567204086	30.090465294668164	1	1	1	1	0	1	2.484847	2.484847	2.484847	0.143646	0.108338	0.314548	0.021431	0.0	0.106548	5	2.539968622873478E-4	2.0854040741633812	0.2780141258399662	0.21626046438530996	0.23237271346140928	0.27335269631331377
7208000	-33923.43656084636	-32363.87085282269	-1559.5657080236747	-32363.87085282269	-1542.5461507834757	30.09252337308827	1	1	1	1	0	1	2.380073	2.380073	2.380073	0.158311	0.104967	0.270005	0.046875	0.0	0.056048	5	2.4840413907184126E-4	2.0854040741633812	0.2780141258399662	0.2195650815584691	0.22906809628825014	0.27335269631331377
7212000	-33925.42621014469	-32358.8316057657	-1566.594604378985	-32358.8316057657	-1546.9688611401184	30.091377114347996	1	1	1	1	0	1	2.606082	2.606082	2.606082	0.157341	0.057429	0.450655	0.020943	0.0	0.070057	5	2.489388674324967E-4	2.1358709003359015	0.2780141258399662	0.2195650815584691	0.22906809628825014	0.27335269631331377
7216000	-33917.37197648383	-32351.89175473281	-1565.480221751026	-32351.89175473281	-1544.914524826337	30.090225054534518	1	1	1	1	1	1	2.328448	2.328448	2.328448	0.178140	0.074191	0.221826	0.094637	0.054276	0.063848	6	2.572640176583526E-4	2.1358709003359015	0.2780141258399662	0.2195650815584691	0.22906809628825014	0.27335269631331377
7220000	-33932.284610701354	-32382.76146641551	-1549.52314428584	-32382.76146641551	-1533.7853363164743	30.076366437254144	1	1	1	0	0	1	2.191786	2.191786	2.191786	0.146178	0.120965	0.511803	0.0	0.0	0.115275	4	2.583944494151593E-4	2.1358709003359015	0.2780141258399662	0.2195650815584691	0.22906809628825014	0.27335269631331377
7224000	-33924.15775334123	-32379.473930036405	-1544.683823304825	-32379.473930036405	-1530.2563321093185	29.786164415873667	1	1	1	1	0	1	2.135127	2.135127	2.135127	0.110310	0.114671	0.233560	0.055121	0.0	0.040212	5	2.512733145277466E-4	2.10718773099154	0.28604431774212996	0.22615082910600798	0.22906809628825014	0.25873675686361114
7228000	-33920.408542048535	-32366.748526509746	-1553.6600155387894	-32366.748526509746	-1536.7761779739396	29.792592319742226	1	1	1	1	0	1	2.162629	2.162629	2.162629	0.179140	0.066570	0.313238	0.077037	0.0	0.069284	5	2.50341035794477E-4	2.041438284582291	0.29393566714829045	0.2182594796998475	0.22906809628825014	0.25873675686361114
7232000	-33923.462629648304	-32361.334835815112	-1562.127793833188	-32361.334835815112	-1544.9834734289268	29.791035153031995	1	1	1	1	0	1	2.158104	2.158104	2.158104	0.133336	0.099570	0.303167	0.049970	0.0	0.024735	5	2.4958939900752546E-4	2.041438284582291	0.2867948379703918	0.2182594796998475	0.22906809628825014	0.2658775860415098
7236000	-33941.91551257565	-32378.956089179926	-1562.9594233957225	-32378.956089179926	-1543.0431779467324	30.209493058674155	1	1	1	1	1	1	2.382073	2.382073	2.382073	0.125245	0.049018	0.372169	0.087691	0.074469	0.049666	6	2.5461215454359383E-4	2.1824902297691025	0.2841556677406906	0.2182594796998475	0.23307789869738602	0.2645069538620751
7240000	-33918.86735430446	-32367.086227613676	-1551.7811266907781	-32367.086227613676	-1528.1263705426886	30.20948409057464	1	1	1	1	0	1	2.200930	2.200930	2.200930	0.167391	0.057672	0.504795	0.050730	0.0	0.055901	5	2.4544582788878406E-4	2.1824902297691025	0.2841556677406906	0.2182594796998475	0.23307789869738602	0.2645069538620751
7244000	-33931.000133042406	-32369.773680090337	-1561.2264529520714	-32369.773680090337	-1544.3392232290441	30.216520112979122	1	1	1	1	0	1	2.244184	2.244184	2.244184	0.161477	0.073073	0.526461	0.053509	0.0	0.094004	5	2.4220201251189808E-4	2.2039620647503275	0.2841556677406906	0.2182594796998475	0.23307789869738602	0.2645069538620751
7248000	-33943.15973264166	-32381.30793889997	-1561.8517937416884	-32381.30793889997	-1542.1484091778989	30.217096074769685	1	1	1	1	1	1	2.313291	2.313291	2.313291	0.157180	0.079793	0.241667	0.077070	0.048330	0.036694	6	2.499767909542696E-4	2.2039620647503275	0.28179826138491787	0.2182594796998475	0.23543530505315877	0.2645069538620751
7252000	-33920.33389762365	-32355.09962307138	-1565.234274552272	-32355.09962307138	-1546.5685570362975	30.218860926846084	1	1	1	1	1	1	2.323233	2.323233	2.323233	0.127709	0.080548	0.300550	0.059141	0.013162	0.037969	6	2.4445945317433366E-4	2.2039620647503275	0.273951715463815	0.2266167123971798	0.23543530505315877	0.26399626708584567
7256000	-33913.53936723612	-32347.67628054762	-1565.863086688499	-32347.67628054762	-1546.9038619460584	30.215390683556837	1	1	1	1	0	1	2.399320	2.399320	2.399320	0.130735	0.103737	0.348127	0.056243	0.0	0.039735	5	2.5444413228045617E-4	1.9807313103357276	0.2743710891546872	0.22619733870630762	0.23543530505315877	0.26399626708584567
7260000	-33922.489675467135	-32361.377340960214	-1561.1123345069234	-32361.377340960214	-1542.8504440017102	30.21522228369294	1	1	1	1	0	1	2.300793	2.300793	2.300793	0.249053	0.028999	0.254592	0.060118	0.0	0.056151	5	2.4670366202368655E-4	2.192560573875357	0.27421742093296914	0.22619733870630762	0.23543530505315877	0.26414993530756375
7264000	-33932.12827609509	-32374.17378857339	-1557.9544875217032	-32374.17378857339	-1535.4845958567353	30.214522532578123	1	1	1	1	0	1	2.244871	2.244871	2.244871	0.202614	0.066763	0.237276	0.080868	0.0	0.073898	5	2.458798675378169E-4	2.250484617535001	0.27421742093296914	0.22215855722385594	0.23543530505315877	0.26818871679001544
7268000	-33924.90742362274	-32377.874156888858	-1547.0332667338796	-32377.874156888858	-1525.121925909494	30.220456403510475	1	1	1	1	1	1	2.284161	2.284161	2.284161	0.146871	0.051598	0.197094	0.082697	0.037942	0.042250	6	2.4383992741752413E-4	2.250484617535001	0.27421742093296914	0.22215855722385594	0.23543530505315877	0.26818871679001544
7272000	-33929.37412797085	-32382.476129008588	-1546.8979989622574	-32382.476129008588	-1528.28387459475	30.226136903361542	1	1	1	1	0	1	2.213859	2.213859	2.213859	0.169655	0.086792	0.233044	0.183119	0.0	0.041850	5	2.4533308933886495E-4	2.250484617535001	0.27421742093296914	0.22215855722385594	0.23543530505315877	0.26818871679001544
7276000	-33933.65341752311	-32364.80248437026	-1568.850933152853	-32364.80248437026	-1546.649551474031	30.21812526066035	1	1	1	0	1	1	2.370468	2.370468	2.370468	0.184969	0.144806	0.395667	0.0	0.024935	0.082686	5	2.4011247803467614E-4	1.9255025787776912	0.2753543933339344	0.22102158482289067	0.23543530505315877	0.26818871679001544
7280000	-33924.89550688857	-32378.15642259099	-1546.7390842975822	-32378.15642259099	-1527.5843115860916	30.44887758880498	1	1	1	1	0	1	2.237705	2.237705	2.237705	0.157345	0.058438	0.353990	0.102797	0.0	0.079558	5	2.493587067174614E-4	1.9255025787776912	0.2753543933339344	0.22102158482289067	0.23543530505315877	0.26818871679001544
7284000	-33929.136774709914	-32381.119355820847	-1548.0174188890649	-32381.119355820847	-1527.9834628133574	30.449344008571618	1	1	1	1	0	1	2.548384	2.548384	2.548384	0.086521	0.031092	0.403428	0.101164	0.0	0.052416	5	2.436098213718255E-4	2.221753915272333	0.2808674133266058	0.22102158482289067	0.23543530505315877	0.26267569679734404
7288000	-33938.80337815423	-32389.4887041939	-1549.314673960332	-32389.4887041939	-1532.2420746019136	30.442962436825603	1	1	1	1	1	1	2.233443	2.233443	2.233443	0.131641	0.104221	0.337925	0.048985	0.091979	0.064747	6	2.473234248896322E-4	2.221753915272333	0.28285843503632147	0.22102158482289067	0.2258466459027638	0.27027333423802335
7292000	-33910.18873157567	-32351.708230647404	-1558.4805009282666	-32351.708230647404	-1540.492047290703	30.44261334357269	1	1	1	1	0	1	2.366697	2.366697	2.366697	0.261512	0.043906	0.305041	0.089688	0.0	0.048535	5	2.443649734868909E-4	2.221753915272333	0.28285843503632147	0.22102158482289067	0.2258466459027638	0.27027333423802335
7296000	-33921.558834275434	-32362.44974087719	-1559.1090933982464	-32362.44974087719	-1543.5347891396325	30.442136908233152	1	1	1	1	0	1	2.241666	2.241666	2.241666	0.107610	0.152331	0.388769	0.024839	0.0	0.120919	5	2.4234776795003382E-4	2.107319237278332	0.28285843503632147	0.22102158482289067	0.2258466459027638	0.27027333423802335
7300000	-33901.4507572819	-32359.76109606725	-1541.6896612146486	-32359.76109606725	-1525.1802315714788	30.437881411042795	1	1	1	0	0	1	2.261613	2.261613	2.261613	0.187833	0.149830	0.337466	0.0	0.0	0.043785	4	2.3612168013025916E-4	2.107319237278332	0.28285843503632147	0.22176557777637954	0.2258466459027638	0.2695293412845345
7304000	-33911.08436886625	-32348.06170153796	-1563.0226673282905	-32348.06170153796	-1545.716519824455	29.852141159113415	1	1	1	1	0	1	2.448256	2.448256	2.448256	0.086933	0.077389	0.328430	0.058207	0.0	0.055269	5	2.49088627755809E-4	2.107319237278332	0.28368720951751847	0.22002438959373571	0.2278531562309817	0.26843524465776336
7308000	-33928.618901809314	-32373.171323635095	-1555.4475781742162	-32373.171323635095	-1537.7180884504526	29.853723477191465	1	1	1	1	0	1	2.240568	2.240568	2.240568	0.153976	0.081170	0.421567	0.016399	0.0	0.050014	5	2.414470082233699E-4	2.107319237278332	0.28368720951751847	0.22002438959373571	0.2278531562309817	0.26843524465776336
7312000	-33927.91730218177	-32367.41241420388	-1560.5048879778865	-32367.41241420388	-1540.8839233767244	29.856689934061425	1	1	1	1	0	1	2.342119	2.342119	2.342119	0.181805	0.081666	0.374629	0.069819	0.0	0.059607	5	2.3524722068354306E-4	2.107319237278332	0.28368720951751847	0.22002438959373571	0.2278531562309817	0.26843524465776336
7316000	-33908.74703881092	-32357.18728232142	-1551.5597564894974	-32357.18728232142	-1533.7373622001378	29.85485096888441	1	1	1	1	0	1	2.231639	2.231639	2.231639	0.088515	0.024651	0.360859	0.084116	0.0	0.056766	5	2.3159767562762356E-4	2.1224253533790622	0.28368720951751847	0.22002438959373571	0.2278531562309817	0.26843524465776336
7320000	-33926.83835178209	-32369.214230547408	-1557.6241212346808	-32369.214230547408	-1540.749211286091	29.4415332162642	1	1	1	1	0	1	2.328566	2.328566	2.328566	0.073041	0.081122	0.342936	0.043249	0.0	0.056002	5	2.473175234300362E-4	1.971274007702171	0.28368720951751847	0.22002438959373571	0.2278531562309817	0.26843524465776336
